11002;"Please say the name or number, say 'Emergency', or say 'Towing Assistance'.";"Veuillez dire le nom ou le numéro; dites urgence ou dites service de remorquage.";"Por favor diga el nombre o el número, diga “Emergencia”, o diga “Asistencia de grúa”.";"Bitte nennen Sie den Namen oder die Nummer oder sagen Sie Abschleppdienst.";"Zeg de naam of het nummer of zeg sleephulp.";"Please say the name or number or say breakdown service.";"Veuillez dire le nom ou le numéro ou Service de dépannage.";"Diga el nombre o número o diga Asistencia de remolque.";"Dire il nome o il numero o dire servicio di soccorso stradale."
11003;"Calling <number>.";"J'appelle <number>.";"Llamando <number>.";"<phone:number> wird angerufen.";"<phone:number> wordt gekozen.";"Calling <number>.";"Compose  <phone:number>.";"Marcando <phone:number>.";"Composizione <phone:number>."
11101;"pound";"Carré";"símbolo de número";"raute";"hekje";"hash";"carré";"almohadilla";"cancelletto"
11108;"star";"Étoile";"tecla de estrella";"stern";"sterretje";"asterisk";"étoile";"Estrella";"asterisco"
11109;"+";"+";"+";"plus";"plus";"plus";"plus";"signo más";"più"
11114;0;0;0;0;0;0;0;0;0
11115;1;1;1;1;1;1;1;1;1
11116;2;2;2;2;2;2;2;2;2
11117;3;3;3;3;3;3;3;3;3
11118;4;4;4;4;4;4;4;4;4
11119;5;5;5;5;5;5;5;5;5
11120;6;6;6;6;6;6;6;6;6
11121;7;7;7;7;7;7;7;7;7
11122;8;8;8;8;8;8;8;8;8
11123;9;9;9;9;9;9;9;9;9
11125;"<pause2s>";"<pause2s>";"<pause2s>";"<pause2s>";"<pause2s>";"<pause2s>";"<pause2s>";"<pause2s>";"<pause2s>"
11500;"Software update";;;;;"Software update";;;
11501;"Starting software update process. Please wait";;;;;"Starting software update process. Please wait";;;
11502;"Please attach USB mass storage device with update file to system connector and try again";;;;;"Please attach USB mass storage device with update file to system connector and try again.";;;
11503;"Starting software update process. Please wait for completion.";;;;;"Starting sofware update process. Please wait for completion.";;;
11504;"Software update successfully applied. The U-connect system is restarted.";;;;;"Software update successfully applied. The U-connect system is restarted.";;;
11505;"Software update failed.";;;;;"Software update failed.";;;
11506;"The used update archive is not compatible with this unit.";;;;;"The used update archive is not compatible with this unit.";;;
11507;"the used update archive is not licensed for this unit.";;;;;"The used update archive is not licensed for this unit.";;;
11508;"the digital signature of the used update archive is incorrect.";;;;;"The digital signature of the used update archive in incorrect.";;;
12001;"Are you sure you want to call Emergency?";"Êtes-vous certain de vouloir appeler urgence?";"¿Está seguro de que quiere llamar a Emergencias?";"Möchten Sie wirklich einen Notruf tätigen?";"Weet u zeker dat u het noodinformatie wilt bellen?";"Are you sure you want to call Emergency?";"Vraiment appeler Urgence ?";"¿Desea realmente llamar a Emergencias?";"Contattare l'emergenza?"
12002;"Calling Towing Assistance.";"J’appelle le service de remorquage.";"Llamando a Asistencia de grúa.";"Abschleppdienst wird angerufen.";"Sleepdienst wordt gebeld.";"Calling breakdown service.";"J’appelle le service de dépannage.";"Llamando a asistencia de remolque.";"Chiamata servicio di soccorso stradale"
12003;"Calling Towing Assistance, is this correct?";"Appel au service de remorquage, est-ce exact?";"Llamando al servicio de asistencia de grúa ¿es correcto?";"Der Abschleppdienst wird angerufen. Ist das richtig?";"wilt U werkelijk de sleepdienst opbellen?";"Calling breakdown service, is this correct?";"Appel au service de dépannage, est-ce exact?";"Llamando a asistencia de remolque. ¿Es correcto? ";"Chiamata servicio di soccorso stradale , È esatto?"
12004;"Are you calling from Mexico city?";"Appelez-vous de la ville de Mexico?";" ¿Está llamando desde el Distrito Federal?";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>"
12005;"Are you calling from the Republic Of Mexico?";"Appelez-vous de la République du Mexique?";"¿Está llamando desde la República de México?";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>"
12006;"The current emergency number is <emergency number>.";"Le numéro d´urgence actuel est <>.";"El número actual emergencia es el <>";"Die aktuelle Notrufnummer ist:";"Het huidige alarmnummer is < emergency number >.";"The current emergency number is <emergency number>.";"Le numéro à composer en cas d’urgence est le < emergency number >.";"?";"Il numero di soccorso corrente e <>"
12007;"<not used! not existing, BUX only, but why?> Are you sure you want to call towing assistance?";"<not existing, BUX only but why? Ordered for NAFTA> Êtes-vous certain de vouloir appeler service de remorquage?";"<not existing, BUX only>";"Möchten Sie wirklich den Abschleppdienst anrufen?";"Weet u zeker dat u de hulpdienst wilt bellen?";"Are you sure you want to call breakdown service?";"Êtes-vous certain de vouloir appeler le service d’aide en cas de panne ?";"¿Desea realmente llamar a asistencia de remolque?";"Chiamare i servizio di soccorso stradale?"
12008;"Do you want to change the towing assistance number?";"Voulez vous changez le numéro de service de remorquage?";;"Möchten Sie die Nummer des Abschleppdienstes ändern?";"Wilt u het nummer van de hulpdienst veranderen?";"Do you want to change the breakdown service number?";"Souhaitez-vous changer le numéro du service d’aide en cas de panne ?";"Desea cambiar el numero de asistencia de remolque?";"Cambiare i numero de servizio di soccorso stradale?"
12009;"Towing assistance number has not been set.";"Le numéro du service de remorquage n´est pas determiné.";;"Die Nummer des Abschleppdienstes ist nicht eingerichtet.";"Het nummer van de hulpdienst is niet ingevoerd.";"Breakdown service number has not been set.";"Le numéro du service d’aide en cas de panne n’a pas été défini.";"El numero el asistencia de remolque no ha sido determinado.";"Numero de servizio di soccorso stradale non impostato."
12010;"Do you want to add the number?";"Voulez vous ajouter le numéro?";;"Möchtn Sie die Nummer hinzufügen?";"Wilt u het nummer toevoegen?";"Do you want to add the number?";"Souhaitez-vous ajouter le numéro ?";"¿Desea añadir el numero?";"aggiungere il numero?"
12011;"Number changed, would you like to call this number, or return to main menu";"Numéro changé. Voulez-vous appeler ce numéro ou revenir au menu principal?";;"Nummer geändert. Möchten Sie diese Nummer anrufen oder zum Hauptmenü zurückkehren?";"Het nummer is veranderd. Wilt u dit nummer bellen of terugkeren naar het hoofdmenu?";"Number changed, would you like to call this number, or return to main menu";"Le numéro a changé. Voulez-vous appeler ce numéro ou retourner au menu principal ?";"?";"Numero modificato. Si desidere a chiamarlo o returnale a menu principale?"
12012;"Number stored.";"Numéro enregistré.";;"Nummer gespeichert.";"Nummer opgeslagen.";"Number stored.";"Numéro enregistré.";"?";"Numero memoriciato."
12013;"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>";"<Phone tutorial>"
12014;"Operation not allowed.       ";"""Opération non autorisée.""";"Operación no permitida";"Vorgang nicht erlaubt";"""Bewerking niet toegestaan.""";"Operation not allowed";"Opération non autorisée";"Operación no permitida";"Operazione non consentita"
12015;"<not used> Do you want change the Towing Assistance Number for the Republic of Mexico? ";"<not used>";"<not used>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>";"<not existing, NAFTA only>"
12016;"Emergency number has not been set";"Le numéro d´urgence n´est pas déterminé.";;"Die Notrufnummer ist nicht eingerichtet.";;"Emergency number has not been set";;"El número de emergencias no ha sido determinado";"Il numero per le emergence non estato insverito. "
12017;"Do you want to change the emergeny number?";"Voulez vous changer le numéro d´urgence?";;"Möchten sie die Notrufnummer ändern?";;"Do you want to change the emergeny number?";;"¿quiere cambiar el número de emergencias?";"Vol e modificare le numero per le emergence?"
12018;"The current Towing Assistance Number is <Towing Assistance Number>.";"Le numéro du service de remorquage actuel est <>.";;"Die aktuelle Nummer des Abschleppdienstes ist <>";;"The current breakdown service number is <Towing Assistance Number>.";;"El número actual del asistencia de remolque es el ";
12020;"goog 4-1-1";"goog 4-1-1";"goog 4-1-1";"goog 4-1-1";"goog 4-1-1";"goog 4-1-1";"goog 4-1-1";"goog 4-1-1";"goog 4-1-1"
13001;"Would you like to call <name>";"Vous voulez appeler <name>";"¿Desea llamar a <name>?";"Möchten Sie <name> anrufen?";"Wilt u <naam> bellen";"Would you like to call <name>";"Voulez-vous appeler <name> ?";"¿Desea llamar a <name>?";"Desidera chiamare <name>"
13002;"Would you like to send <name>";"Voulez-vous envoyer <name> ?";"¿Desea enviar<name>?";"Möchten Sie<name> senden?";"Wilt u <naam> zenden";"Would you like to send <name>";"Voulez-vous envoyer<name> ?";"¿Desea enviar<name>?";"Desidera inviare <name>"
13003;"at";"À";"a";"zu";"Op";"at";"À";"a";"al numero"
13005;"home";"à domicile";"casa";"privat";"Thuis";"home";"domicile";"Casa";"Casa"
13007;"work";"au travail";"trabajo";"geschäftlich";"werk";"work";"bureau";"trabajo";"ufficio"
13009;"mobile";"cellulaire";"celular";"mobil";"mobiel ";"mobile";"portable";"móvil";"cellulare"
13011;"or";"ou";"o";"oder";"of";"or";"ou";"o";"oppure"
13013;"pager";"téléavertisseur";"pager";"pager";"pieper";"pager";"messageur";"buscapersonas";"cercapersone"
13014;"or say cancel to return to main menu.";"ou dites annuler pour retourner au menu principal.";"o diga cancelar para regresar al menú principal.";"oder sagen Sie abbrechen, um zum Hauptmenü zurückzukehren.";"Of zeg annuleren om terug te keren naar het hoofdmenu.";"or say cancel to return to main menu.";"ou dites annuler pour revenir au menu principal.";"o diga cancelar para volver al menú principal.";"oppure dica ""annullare"" per tornare al menu principale."
13015;"or all.";"ou tout.";"o todo.";"oder alle";"Of alles";"or all.";"ou tout.";"o todos.";"o tutti."
13016;"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"Möchten Sie";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>"
13017;"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<name> anrufen?";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>"
13018;"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<name> senden?";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>"
13019;"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<name> löschen?";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>"
13020;"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<name> anzurufen.";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>";"<not existing, German only>"
13021;"<> not found for <>";;;"konnte nicht gefunden werden für Eintrag <>";;"<> not found for <>";;;
13023;"would you like to add location or try again?";"Voulez-vous ajouter un numéro supplémentaire à cette inscription?";"¿Desea añadir una ubicación o volver a intentarlo?";"Möchten Sie die Lokation hinzufügen oder die Eingabe noch einmal versuchen?";"Wilt u de locatie toevoegen of opnieuw proberen?";"would you like to add location or try again?";"Voulez-vous ajouter l’emplacement ou essayer de nouveau ?";"¿Desea añadir la ubicación o intentarlo de nuevo?";"desidera aggiungere il numero o riprovare?"
13024;"Available options are: try again, or say cancel to return to main menu.";"Les options disponibles sont: essayer de nouveau ou dites annuler pour retourner au menu principal.";"Las opciones disponibles son: volver a intentarlo o diga cancelar para regresar al menú principal.";"Mögliche Befehle sind: noch einmal versuchen oder abbrechen, um zum Hauptmenü zurückzukehren.";"Beschikbare opties zijn: opnieuw proberen, of zeg annuleren om terug te keren naar het hoofdmenu.";"Available options are: try again, or say cancel to return to main menu.";"Les options disponibles sont : essayer à nouveau ou dites annuler pour revenir au menu principal.";"Las opciones disponibles son: Intentarlo de nuevo, o diga cancelar para volver al menú principal.";"Sono disponibili le seguenti opzioni: ""riprovare"" oppure dica ""annullare"" per tornare al menu principale. "
13025;"Please say the number before attempting to dial.";"Veuillez dire le numéro avant de tenter de le composer";"Por favor, diga el número antes de marcar";"Bitte sprechen Sie die Nummer ein, bevor Sie wählen";"Zeg het nummer voor u begint te bellen";"Please say the number before attempting to dial.";"Veuillez dire le numéro avant de tenter de le composer";"Por favor, diga el número antes de marcar";"Dire il numero prima di provare a comporlo"
13026;"Block cleared";"Bloc efface";"Bloque borrado";"Block gelöscht";"Blokkering opgeheven";"Block cleared";"Bloc effacé";"Bloque borrado";"Blocco eliminato"
13027;"Complete the number, say clear or say dial";"Composez le numéro, dites effacer ou composer";"Complete el número, diga borrar o diga marcar.";"Geben Sie die Nummer ein, sagen Sie löschen, oder sagen Sie wählen";"Voltooi het nummer, zeg opheffen of zeg bel";"Complete the number, say clear or say dial";"Composez le numéro, dites effacer ou composer";"Complete el número, diga borrar o diga marcar.";"Completare il numero, dire clear (elimina) o dire dial (componi)"
13028;"Dialing cancelled";"Composition annulée";"Marcado cancelado";"Wählen abgebrochen";"Oproep geannuleerd";"Dialing cancelled";"Composition annulée";"Marcado cancelado";"Composizione annullata"
13029;"feature not supported by the device ";;;;;"feature not supported by the device ";;;
13030;"Do you want to read or send messages?";;;;;"Do you want to read or send messages?";;;
13031;"Please say the message you wish to send or say list messages,";;;;;"Please say the message you wish to send or say list messages,";;;
13032;"Available options are: send, next, previous or repeat.";;;;;"Available options are: send, next, previous or repeat.";;;
13033;"Did you mean <>";;;;;"Did you mean <>";;;
13034;"Message does not exist, would you like to try again?";;;;;"Message does not exist, would you like to try again?";;;
13035;"sending.";;;;;"sending.";;;
13036;"Sending message to <>";;;;;"Sending message to <>";;;
13037;"<number> Preset messages, to send message, barge in and say SEND during the message.";;;;;"<number> Preset messages, to send message, barge in and say SEND during the message.";;;
13038;"Available options are: read or send.";;;;;"Available options are: read or send.";;;
13039;"Available options are: send or repeat.";;;;;"Available options are: send or repeat.";;;
13040;"<number>preset messages, to send message, barge in and say send during the message.";;;;;"<number>preset messages, to send message, barge in and say send during the message.";;;
13041;"Preset message <number>.";;;;;"Preset message <number>.";;;
13042;"Available options are: say a number between one and two to select a message or say repeat to hear the list again";;;;;"Available options are: say a number between one and two to select a message or say repeat to hear the list again";;;
13043;"Available options are: say a number between one and three to select a message or say repeat to hear the list again";;;;;"Available options are: say a number between one and three to select a message or say repeat to hear the list again";;;
13044;"Available options are: say a number between one and four to select a message or say repeat to hear the list again";;;;;"Available options are: say a number between one and four to select a message or say repeat to hear the list again";;;
13045;"New SMS from <name>";;;;;"New SMS from <name>";;;
13046;"<name> press UConnect button and say text message to read it.";;;;;"<name> press UConnect button and say text message to read it.";;;
13047;"You have <x>";;;;;"You have <x>";;;
13048;"<x> new messages and <y>";;;;;"<x> new messages and <y>";;;
13049;"<y> old messages.";;;;;"<y> old messages.";;;
13050;"Would you like to listen to them?";;;;;"Would you like to listen to them?";;;
13051;"No more messages.";;;;;"No more messages.";;;
13052;"new message <number>";;;;;"new message <number>";;;
13053;"<NOT USED AT PRESENT! New SMS text message. Press UConnect button and say message SMS to read it>.";;;;;"<NOT USED AT PRESENT! New SMS text message. Press UConnect button and say message SMS to read it>.";;;
13054;"No messages.";;;;;"No messages.";;;
13055;"<x> new messages.";;;;;"<x> new messages.";;;
13056;"<> from <>";;;;;"<> from <>";;;
13057;"Message<>";;;;;"Message<>";;;
13058;"Available options are: call sender, forward, reply, previous, repeat or next.";;;;;"Available options are: call sender, forward, reply, previous, repeat or next.";;;
13059;"Caller unknown";;;;;"Caller unknown";;;
13101;"Can’t talk right now.";"Je ne peux pas parler maintenant";"No puedo hablar ahora ";"Ich kann jetzt nicht Sprechen.";;"Can’t talk right now.";"Je ne peux pas parler maintenant";"No puedo hablar ahora ";"adesso non so parlare"
13102;"Call me.";"Téléphone moi";"llàmame";"Ruf mich an";;"Call me.";"Téléphone moi";"llàmame";"chiama mi"
13103;"Call U later.";"Téléphone après toi";;"Ruf Dich später an.";;"Call U later.";"Téléphone après toi";;"ti chiamo dopo"
13104;"C U in 10 minutes.";;"nos veremos en 10 minutos";"Wir sehen uns in 10 Minuten";;"C U in 10 minutes.";;"nos veremos en 10 minutos";
13105;"C U in 20 minutes.";;"nos veremos en 20 minutos";"Wir sehen uns in 20 Minuten.";;"C U in 20 minutes.";;"nos veremos en 20 minutos";
13106;"Yes.";"Si";"Si";"Ja.";;"Yes.";"Si";"Si";"si  "
13107;"No.";"No ";"no  ";"Nein.";;"No.";"No ";"no  ";"no"
13108;"Why?";"Pourquoi";"por que?";"Warum?";;"Why?";"Pourquoi";"por que?";"perche"
13109;"Thanks.";"Merci";"gracias";"Danke.";;"Thanks.";"Merci";"gracias";"grazie"
13110;"Where r you? ";"Où es-tu?";"Donde estás? ";"Wo bist Du?";;"Where r you? ";"Où es-tu?";"Donde estás? ";"dove sei"
13111;"I need more directions.";"J’ai besoin de plus d’informations";"necesito más informaciones ";"Ich brauche weitere Anweisungen.";;"I need more directions.";"J’ai besoin de plus d’informations";"necesito más informaciones ";"ho bisongio di instruzioni"
13112;"I love you.";"Je t'aime.";"Te quiero";"Ich liebe Dich.";;"I love you.";"Je t'aime.";"Te quiero";"ti amo"
13113;"Too funny.";"très drole";"que divertido ";"Sehr lustig.";;"Too funny.";"très drole";"que divertido ";
13114;"Can’t wait to see you.";"Je n’impatiente de te voir";"Me impatiento de te ver ";"Ich kann es nicht abwarten Dich zu sehen.";;"Can’t wait to see you.";"Je n’impatiente de te voir";"Me impatiento de te ver ";
13115;"I’m stuck in traffic.";"Je suis coincé dans les embouteillages";;"Ich stehe im Stau.";;"I’m stuck in traffic.";"Je suis coincé dans les embouteillages";;"sono in trafico"
13116;"<up to 13199 reserved for predefined SMS>";;;;;"<up to 13199 reserved for predefined SMS>";;;
13201;"<up to 13299 reserved for user changeable predefined SMS>";;;;;"<up to 13299 reserved for user changeable predefined SMS>";;;
35050;"<not used> select one of the following: play, pause, previous or next";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>"
35051;"<not used> Available options are: play, pause, previous or next";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>"
35053;"<not used> AVRCP music profile is not available on the connected phone";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>";"<not used>"
40001;"Select one of the following: phone pairing, confirmation prompts, select phone, language, emergency, towing assistance or voice training.";"Choisissez l’une des options suivantes : jumelage de téléphone, messages de confirmation, choisir un téléphone, langue, urgence, service de remorquage ou entraînement vocal.";"Seleccione una de las siguientes:  asociación de teléfonos, indicadores de confirmación, seleccionar teléfono, idioma, emergencia, asistencia de grúa o adiestramiento de voz.";"Wählen Sie einen Befehl aus: Telefon koppeln, Bestätigungsaufforderungen, Telefon auswählen, Sprache, Systemtraining, Notruf oder Abschleppdienst.";"Selecteer één van de volgende opties: telefoons koppelen, bevestiging prompts, selecteer telefoon, taal, stem commando, alarmnummer, of Sleepdienst.";"Select one of the following: phone pairing, confirmation prompts, select phone, language, voice training, emergency or breakdown service.";"Sélectionnez l’une des options suivantes : jumelage téléphone, messages de confirmation, sélectionner un téléphone, langue, entraînement vocal, urgence ou service de dépannage.";"Seleccione una de las siguientes opciones: emparejamiento de teléfonos, mensajes de confirmación, seleccionar teléfono, idioma, formación de voz, emergencia o asistencia de remolque.";"Selezioni una delle seguenti opzioni: Abbinamento telefono, richieste di conferma, selezione telefono, lingua, addestramento voce o servizio carroattrezzi."
40002;"Available options are: phone pairing, confirmation prompts, select phone, language, emergency, towing assistance or voice training.";"Les options disponibles sont : jumelage de téléphones, invites de confirmation, sélectionner un téléphone, langue, urgence, service de remorquage ou entraînement à la parole.";"Las opciones disponibles son: asociación de teléfonos, indicadores de confirmación, seleccionar teléfono, idioma, emergencia, asistencia de grúao entrenamiento de voz.";"Mögliche Befehle sind: Telefon koppeln, Bestätigungsaufforderungen, Telefon auswählen, Sprache, Systemtraining, Notruf oder Abschleppdienst.";"Selecteer één van de volgende opties: telefoons koppelen, bevestiging prompts, selecteer telefoon, taal, stem commando, alarmnummer of Sleepdienst.";"Available options are: phone pairing, confirmation prompts, select phone, language, voice training, emergency or breakdown service.";"Les options disponibles sont : jumelage téléphone, messages de confirmation, sélectionner un téléphone, langue, entraînement vocal, urgence ou service de dépannage.";"Las opciones disponibles son: emparejamiento de teléfonos, mensajes de confirmación, seleccionar teléfono, idioma, formación de voz, emergencia o asistencia de remolque.";"Sono disponibili le seguenti opzioni: abbinamento telefono, richieste di conferma, selezione telefono, lingua, addestramento voce o servizio carroattrezzi."
41001;"Do you want to pair a phone, delete a phone, or list paired phones?";"Voulez-vous jumeler un téléphone, supprimer un téléphone ou avoir la liste des téléphones jumelés?";"¿Desea asociar un teléfono, eliminar un teléfono o enumerar teléfonos asociados?";"Möchten Sie ein Telefon koppeln, ein Telefon entkoppeln oder die gekoppelten Telefone auflisten?";"Wilt u een telefoon koppelen, een telefoon wissen of gekoppelde telefoons registreren?";"Do you want to pair a phone, delete a phone, or list paired phones?";"Voulez-vous associer un téléphone, supprimer un téléphone ou lister les téléphones associés ?";"¿Desea emparejar un teléfono, eliminar teléfono enumerar los teléfonos emparejados?";"Si desidera abbinare un telefono, eliminare un telefono oppure elencare i telefoni per i quali è stato eseguito l'abbinamento?"
41002;"Available options are: pair a phone, delete a phone, or list paired phones.";"Les options disponibles sont : jumeler un téléphone, supprimer un téléphone ou liste des téléphones.";"Las opciones disponibles son: asociar un teléfono, eliminar un teléfono o enumerar teléfonos asociados.";"Mögliche Befehle sind: Telefon koppeln, Telefon entkoppeln oder gekoppelte Telefone auflisten.";"Beschikbare opties zijn: telefoon koppelen, een telefoon wissen of gekoppelde telefoons  registreren";"Available options are: pair a phone, delete a phone, or list paired phones.";"Les options disponibles sont : associer un téléphone, supprimer un téléphone ou lister les téléphones associés.";"Las opciones disponibles son: emparejar un teléfono, eliminar teléfono o enumerar los teléfonos emparejados.";"Sono disponibili le opzioni per abbinare un telefono, eliminare un telefono o elencare i telefoni abbinati"
41101;"This operation should only be performed while the vehicle is in park. If you are the passenger, please say continue to perform this operation.";"Cette opération doit être effectuée uniquement quand le véhicule est immobilisée. Si vous êtes le passager, veuillez dire continuer pour effectuer cette opération.";"Esta operación sólo debe realizarse con el vehículo estacionado. Si es el pasajero, por favor diga “continuar” para realizar esta operación.";"Dieser Vorgang sollte nur durchgeführt werden, während das Fahrzeug geparkt ist. Wenn Sie ein Beifahrer sind, sagen Sie bitte Fortfahren, um diesen Vorgang fortzusetzen.";"Deze bewerking mag enkel worden uitgevoerd wanneer het voertuig is geparkeerd. Zeg ""annuleren” om af te sluiten of “doorgaan” om verder te gaan. ";"This operation should only be performed while the vehicle is in park. If you are the passenger, please say continue to perform this operation.";"Pour cette opératoin, le véhicule doit être garé. Si vous êtes un passager, veuillez dire Continuer pour effectuer cette opération.";"Esta operación sólo debería ser realizada cuando el vehículo está aparcado. Si es usted pasajero, diga continuar para realizar la operación.";"L'operazione va eseguita solo a veicolo parcheggiato. Se si è il passeggero, dire continua per proseguire l'operazione."
41103;"Maximum devices paired.";"Nombre maximum d’appareils jumelés.";"Número máximo de dispositivos asociados.";"Maximale Gerätezahl gekoppelt.";"Maximum aantal apparaten gekoppeld.";"Maximum devices paired.";"Nombre d'appareils jumelés maximal.";"Número máximo de dispositivos emparejados.";"Numero max di dispositivi abbinati."
41105;"Please say a 4-digit pin number.";"Veuillez dire les quatre chiffres de votre numéro d'identification personnel (NIP).";"Por favor diga un pin de cuatro dígitos.";"Bitte nennen Sie eine 4 stellige Pinnummer";"Noem een 4-cijferige pin-code";"Please say a 4-digit pin number.";"Veuillez dicter les 4 chiffres de votre code pin.";"Diga un número de pin de 4 dígitos";"Dire un numero pin a 4 cifre"
41107;"Pin code <pin number>";"Code N, I, P";"Codigo pin <pin number>";"Pincode <pin number>";"Pincode <pin number>.";"Pin code <pin number>";"Code pin <pin number>.";"Código de pin <pin number>.";"Codice Pin <pin number>."
41109;"Start pairing procedure on phone. See phone's manual for instructions.";"Commencer la procédure de jumelage du téléphone. Consulter le guide d'utilisation du téléphone pour plus d’information.";"Comenzar procedimiento de asociación en el teléfono  Consulte el manual para obtener instrucciones.";"Beginnen Sie nun mit der Koppelprozedur am Mobiltelefon. Im Zweifel kann Ihnen dessen Bedienungsanleitung weiterhelfen.";"Start koppelingsprocedure op telefoon. Zie gebruiksaanwijzing voor instructies.";"Start pairing procedure on phone. See phone's manual for instructions.";"Début de la procédure de jumelage du téléphone. Consultez le manuel du téléphone pour les instructions.";"Inicie el procedimiento de emparejamiento en el teléfono. Consulte el manual del teléfono para leer las instrucciones.";"Avviare la procedura di abbinamento sul telefono. Per istruzioni, consultare il manuale del telefono."
